1600 6162
579 618 22.71
737 776 28.91
395 436 15.52
387 388 15.17
1047 1088 41.09
1191 1230 46.74
1541 1580 60.47
798 799 31.31
1253 1292 49.16
255 256 9.98
628 668 24.65
1488 1489 58.37
795 796 31.19
866 907 34.00
1231 1271 48.32
101 141 3.96
989 1028 38.81
235 275 9.23
487 526 19.09
133 174 5.22
1524 1564 59.80
1444 1445 56.64
1247 1287 48.93
1229 1268 48.23
1488 1527 58.38
801 842 31.43
351 391 13.78
435 476 17.09
1313 1353 51.54
1466 1506 57.54
450 489 17.64
1562 1563 61.25
1060 1101 41.61
1083 1084 42.47
1055 1056 41.38
49 90 1.92
935 976 36.70
503 544 19.75
687 728 26.96
836 837 32.80
170 209 6.65
884 885 34.66
1014 1055 39.80
1214 1255 47.65
1436 1476 56.37
1260 1301 49.46
287 288 11.23
1310 1351 51.43
246 286 9.64
1405 1444 55.12
1344 1383 52.74
136 175 5.32
1424 1464 55.89
984 985 38.60
1500 1501 58.85
1268 1307 49.76
127 166 4.96
534 574 20.95
95 135 3.72
1081 1121 42.41
1210 1250 47.48
770 771 30.19
1262 1302 49.53
122 163 4.78
1352 1392 53.07
761 802 29.86
533 534 20.89
1024 1025 40.17
120 159 4.70
1266 1305 49.68
66 105 2.58
374 413 14.66
1145 1146 44.92
923 963 36.21
482 521 18.89
1091 1132 42.82
690 730 27.07
932 971 36.56
485 526 19.03
879 919 34.51
534 535 20.93
1418 1419 55.63
559 598 21.94
62 102 2.43
1341 1381 52.63
868 909 34.08
1064 1103 41.75
901 902 35.34
945 984 37.08
1320 1360 51.81
1062 1103 41.69
1009 1010 39.57
1004 1045 39.40
311 352 12.22
519 559 20.38
1416 1457 55.58
1380 1420 54.16
987 1028 38.75
1037 1077 40.71
76 117 3.00
1322 1361 51.86
1180 1181 46.29
1064 1105 41.77
45 46 1.73
1570 1571 61.33
1346 1347 52.81
1324 1325 51.93
1499 1539 58.83
943 982 37.00
373 374 14.61
31 71 1.22
276 317 10.85
192 232 7.54
662 663 25.96
55 96 2.16
251 292 9.85
883 922 34.63
956 997 37.54
1369 1410 53.73
351 390 13.77
1076 1115 42.23
1557 1597 61.12
8 49 0.31
230 269 9.02
739 779 29.00
1375 1376 53.94
988 1028 38.78
1263 1303 49.57
405 444 15.87
1018 1057 39.94
818 819 32.08
940 981 36.90
1538 1539 60.34
228 268 8.95
622 623 24.39
393 434 15.44
382 421 14.98
1491 1492 58.49
381 422 14.96
136 176 5.33
1366 1405 53.59
1039 1078 40.78
1477 1516 57.97
1100 1140 43.17
360 399 14.12
768 808 30.13
115 156 4.53
928 929 36.39
1512 1513 59.33
1134 1135 44.48
39 78 1.53
1540 1581 60.45
24 65 0.95
337 338 13.20
885 886 34.70
221 261 8.67
920 960 36.11
1463 1503 57.42
689 729 27.03
175 176 6.84
355 395 13.94
1395 1396 54.74
1363 1364 53.46
1443 1482 56.61
1255 1294 49.24
1134 1174 44.50
146 186 5.73
875 876 34.33
593 634 23.29
812 852 31.86
1188 1228 46.63
458 497 17.96
1535 1576 60.25
689 730 27.04
1451 1492 56.95
107 147 4.20
1478 1517 58.01
87 127 3.40
121 162 4.74
375 376 14.69
936 976 36.73
258 297 10.11
1319 1320 51.76
1057 1096 41.47
1169 1208 45.86
1100 1101 43.15
421 460 16.51
650 651 25.48
998 1038 39.18
566 607 22.21
611 652 23.98
272 313 10.69
977 1017 38.34
1447 1448 56.76
621 622 24.35
21 61 0.82
748 787 29.35
92 131 3.59
1313 1352 51.53
138 139 5.39
1506 1507 59.09
234 273 9.18
402 443 15.77
32 71 1.25
1453 1492 57.01
1311 1312 51.44
452 493 17.74
1495 1536 58.68
139 140 5.43
1197 1236 46.98
333 373 13.06
562 563 22.02
323 324 12.64
852 893 33.44
377 417 14.79
1264 1305 49.62
1179 1218 46.26
539 578 21.14
1363 1404 53.49
1166 1205 45.74
1120 1159 43.95
1250 1291 49.06
948 989 37.22
245 285 9.60
725 765 28.44
182 223 7.15
841 882 33.00
1287 1326 50.49
1446 1487 56.75
1097 1136 43.04
553 554 21.69
676 717 26.55
1452 1491 56.97
653 693 25.62
137 178 5.38
821 861 32.22
1130 1169 44.33
1187 1227 46.59
623 662 24.44
822 861 32.25
996 1036 39.10
1467 1507 57.58
1079 1118 42.35
1147 1187 45.02
1256 1296 49.29
1054 1055 41.34
1023 1024 40.13
357 398 14.03
37 38 1.44
1532 1571 60.11
1228 1269 48.21
345 385 13.54
942 982 36.97
292 332 11.45
349 390 13.71
328 369 12.87
628 667 24.64
1056 1097 41.45
1201 1242 47.13
1132 1173 44.43
181 220 7.09
682 683 26.73
1168 1208 45.83
1126 1167 44.19
451 491 17.69
1234 1274 48.44
351 352 13.76
683 684 26.77
784 825 30.78
599 640 23.53
364 365 14.25
1416 1455 55.56
592 633 23.25
1222 1262 47.96
294 334 11.53
455 456 17.83
790 830 31.01
1046 1085 41.03
1105 1106 43.35
399 439 15.67
1185 1226 46.52
1235 1236 48.46
775 816 30.42
767 808 30.10
169 170 6.60
922 923 36.15
84 85 3.26
1148 1187 45.05
1469 1470 57.64
168 208 6.58
111 150 4.35
670 710 26.30
445 484 17.44
181 221 7.10
1403 1443 55.05
559 599 21.95
36 75 1.41
653 692 25.61
1144 1184 44.90
494 533 19.37
411 450 16.11
1068 1108 41.92
970 1010 38.06
974 1014 38.22
971 1010 38.09
1013 1052 39.74
645 684 25.29
1182 1222 46.39
494 534 19.38
905 944 35.51
551 590 21.62
682 722 26.75
1178 1218 46.23
525 566 20.60
1331 1371 52.23
91 131 3.56
1527 1566 59.91
1190 1231 46.72
1063 1102 41.71
1153 1193 45.26
1390 1391 54.54
861 900 33.78
322 363 12.63
718 758 28.19
1457 1496 57.17
691 692 27.09
994 1033 39.01
749 750 29.38
575 576 22.54
570 609 22.35
1248 1288 48.97
707 747 27.75
1034 1075 40.60
1078 1118 42.32
368 409 14.44
230 271 9.04
786 787 30.83
907 908 35.58
384 424 15.07
815 856 31.99
1233 1273 48.40
391 432 15.36
552 592 21.67
745 785 29.24
898 938 35.24
880 920 34.54
266 267 10.42
326 327 12.76
1326 1366 52.03
1375 1415 53.96
188 227 7.37
742 782 29.12
78 117 3.06
735 776 28.85
91 132 3.57
206 207 8.05
1321 1322 51.82
1472 1473 57.76
1399 1440 54.93
468 469 18.35
184 224 7.22
562 601 22.03
518 559 20.35
1392 1432 54.64
154 194 6.05
658 699 25.83
1033 1074 40.56
664 705 26.07
378 379 14.81
454 494 17.81
1283 1284 50.32
305 306 11.95
9 10 0.32
1117 1156 43.84
967 1007 37.94
256 296 10.04
590 631 23.17
1030 1031 40.41
249 250 9.74
972 973 38.12
1507 1508 59.13
1461 1502 57.35
882 921 34.59
49 88 1.90
1317 1356 51.69
555 595 21.79
448 489 17.58
77 117 3.03
382 422 14.99
424 465 16.65
1109 1110 43.51
1492 1493 58.53
1332 1333 52.25
754 793 29.59
1318 1319 51.72
1466 1467 57.52
102 143 4.01
17 58 0.67
335 376 13.15
303 343 11.89
1115 1156 43.78
1301 1341 51.06
789 828 30.96
1192 1233 46.80
1232 1272 48.36
906 946 35.56
220 221 8.61
1522 1562 59.72
678 717 26.61
830 869 32.57
745 786 29.25
954 955 37.43
918 919 36.02
543 582 21.30
1300 1341 51.03
394 435 15.48
1314 1315 51.56
657 696 25.77
832 872 32.66
218 219 8.53
285 326 11.18
112 152 4.40
1348 1388 52.91
1283 1322 50.33
1410 1451 55.34
719 760 28.24
1228 1229 48.18
46 85 1.78
1559 1600 61.21
904 905 35.46
1282 1322 50.30
856 896 33.59
638 679 25.06
528 568 20.71
196 197 7.68
1118 1159 43.90
787 826 30.88
884 925 34.69
1223 1224 47.98
1208 1248 47.40
1548 1589 60.77
723 763 28.36
498 539 19.55
35 36 1.36
199 238 7.81
938 977 36.80
833 873 32.70
813 854 31.91
513 553 20.14
260 299 10.19
70 110 2.75
8 48 0.30
455 496 17.86
540 581 21.20
49 50 1.89
639 678 25.08
302 343 11.86
545 585 21.39
1095 1135 42.97
443 483 17.37
1411 1450 55.36
654 693 25.65
628 629 24.63
505 546 19.83
1357 1398 53.28
987 1026 38.73
431 472 16.93
16 17 0.60
1238 1279 48.61
546 547 21.41
1370 1371 53.74
1406 1447 55.18
1159 1199 45.50
1206 1247 47.33
1456 1496 57.14
726 767 28.49
1116 1156 43.81
1512 1551 59.34
555 596 21.80
815 854 31.97
745 746 29.22
141 180 5.52
19 20 0.72
1067 1068 41.86
1091 1092 42.79
1115 1116 43.75
1008 1009 39.53
119 158 4.67
619 659 24.29
5 6 0.16
1537 1576 60.31
756 795 29.67
1221 1260 47.91
131 171 5.13
472 513 18.54
1334 1373 52.34
492 531 19.29
1218 1258 47.80
395 434 15.50
1459 1498 57.25
65 105 2.55
247 286 9.67
1203 1244 47.21
1418 1459 55.66
1007 1047 39.51
1035 1036 40.61
894 934 35.08
764 804 29.97
839 879 32.94
1046 1087 41.05
1198 1237 47.02
1311 1350 51.45
54 93 2.10
1383 1384 54.26
338 377 13.25
1117 1158 43.86
1372 1413 53.85
433 472 16.99
869 870 34.09
697 737 27.35
1594 1595 61.57
887 926 34.79
805 844 31.57
985 1025 38.66
460 500 18.05
1265 1304 49.64
906 945 35.55
1002 1041 39.30
268 308 10.52
1432 1471 56.20
502 541 19.69
211 250 8.26
625 664 24.52
135 136 5.27
1303 1343 51.14
257 296 10.07
924 963 36.24
225 266 8.84
756 796 29.68
517 556 20.29
935 974 36.68
948 988 37.21
66 67 2.57
569 570 22.30
1322 1323 51.85
1506 1547 59.12
323 363 12.66
1524 1525 59.78
1401 1441 54.97
730 731 28.62
819 858 32.13
789 790 30.95
736 737 28.86
643 682 25.21
1096 1136 43.01
591 631 23.20
1190 1230 46.71
74 113 2.90
584 625 22.93
959 960 37.63
362 403 14.20
385 425 15.11
963 1002 37.77
1004 1044 39.39
194 233 7.61
985 1026 38.67
1157 1198 45.43
942 943 36.95
417 418 16.34
278 318 10.92
737 778 28.93
245 246 9.58
1344 1345 52.73
295 296 11.55
1537 1577 60.32
104 144 4.08
1236 1276 48.52
81 121 3.16
515 555 20.22
1110 1150 43.57
1264 1304 49.61
1232 1233 48.34
356 396 13.98
146 187 5.74
494 495 19.36
667 708 26.19
575 616 22.57
35 76 1.39
1243 1283 48.77
940 979 36.88
285 325 11.17
834 835 32.72
843 883 33.07
1349 1389 52.95
1439 1480 56.50
82 123 3.21
751 752 29.46
184 223 7.21
552 553 21.65
1530 1570 60.04
905 906 35.50
287 327 11.25
94 133 3.67
830 870 32.58
84 124 3.28
57 58 2.21
132 172 5.17
1382 1421 54.23
1240 1280 48.67
1046 1086 41.04
1490 1529 58.46
1222 1263 47.97
951 991 37.33
89 130 3.49
1397 1436 54.83
593 632 23.27
668 669 26.20
1022 1063 40.12
187 227 7.34
309 348 12.12
667 668 26.16
787 788 30.87
58 98 2.27
1161 1202 45.56
1057 1058 41.46
671 710 26.33
887 888 34.78
1138 1179 44.67
418 459 16.41
961 1001 37.70
141 142 5.51
414 453 16.23
881 921 34.56
764 805 29.98
847 888 33.24
1203 1243 47.20
683 722 26.78
478 517 18.76
193 194 7.56
649 650 25.44
1229 1270 48.25
1534 1575 60.21
495 534 19.41
154 193 6.04
1531 1572 60.09
1381 1422 54.21
513 554 20.15
987 1027 38.74
172 211 6.73
999 1040 39.23
1333 1334 52.29
448 449 17.55
1309 1348 51.37
68 107 2.66
1199 1238 47.06
714 753 28.02
118 158 4.64
1463 1502 57.41
276 315 10.83
492 532 19.30
961 1002 37.71
995 1035 39.06
763 764 29.91
848 888 33.27
864 865 33.89
937 977 36.77
1030 1071 40.44
912 913 35.78
995 996 39.04
522 523 20.45
380 381 14.89
774 815 30.38
746 747 29.26
355 356 13.92
617 656 24.20
452 453 17.71
36 37 1.40
1144 1183 44.89
1100 1139 43.16
1049 1088 41.15
1256 1297 49.30
1042 1083 40.89
209 248 8.18
1216 1257 47.73
146 185 5.72
412 452 16.16
226 266 8.87
568 608 22.28
524 563 20.54
142 143 5.55
161 162 6.29
1228 1268 48.20
212 252 8.31
1190 1191 46.69
589 628 23.11
159 160 6.23
995 1036 39.07
981 1021 38.50
1334 1335 52.33
251 291 9.84
1313 1314 51.52
350 390 13.74
164 203 6.41
165 204 6.45
659 700 25.87
790 831 31.02
46 47 1.77
766 805 30.04
446 486 17.49
72 111 2.82
30 69 1.17
307 348 12.06
678 718 26.62
1258 1299 49.38
325 326 12.72
867 907 34.03
1089 1130 42.74
804 805 31.52
1077 1118 42.29
1316 1355 51.65
289 329 11.33
1291 1332 50.67
755 796 29.65
1211 1212 47.50
178 219 6.99
868 907 34.06
1442 1481 56.57
815 855 31.98
1169 1170 45.85
938 978 36.81
1285 1324 50.41
317 357 12.45
213 214 8.33
1475 1514 57.89
1114 1153 43.72
1510 1549 59.26
566 606 22.20
871 912 34.20
450 490 17.65
469 508 18.40
755 794 29.63
1417 1418 55.59
353 392 13.85
1064 1065 41.74
576 616 22.60
249 288 9.75
710 750 27.87
765 805 30.01
1251 1252 49.07
1133 1172 44.45
846 886 33.19
984 1024 38.62
518 519 20.32
1026 1066 40.27
1152 1191 45.21
1520 1560 59.66
1225 1266 48.09
1177 1217 46.19
1029 1069 40.39
850 890 33.35
326 367 12.79
1246 1287 48.90
834 875 32.75
336 376 13.18
762 802 29.89
567 606 22.23
532 533 20.85
440 480 17.27
144 185 5.66
483 523 18.94
361 401 14.15
1026 1027 40.25
938 979 36.82
307 347 12.05
99 140 3.89
1062 1101 41.67
298 299 11.67
1015 1016 39.81
1260 1300 49.45
238 278 9.35
300 301 11.75
1058 1097 41.51
1108 1109 43.47
1075 1114 42.19
1252 1291 49.12
829 868 32.53
19 60 0.75
1346 1387 52.84
1336 1376 52.43
93 94 3.62
112 153 4.41
493 532 19.33
249 289 9.76
1123 1124 44.04
910 950 35.72
865 866 33.93
32 72 1.26
1146 1185 44.97
1119 1158 43.92
644 684 25.26
1216 1217 47.70
1162 1163 45.57
917 918 35.98
896 935 35.15
256 257 10.02
1352 1393 53.08
1138 1139 44.64
465 504 18.24
703 742 27.58
1482 1521 58.14
1328 1329 52.09
148 188 5.81
330 331 12.92
12 53 0.47
196 236 7.70
1457 1497 57.18
110 150 4.32
90 130 3.52
1045 1046 40.98
1135 1175 44.54
447 486 17.52
1373 1414 53.89
1498 1538 58.79
1290 1331 50.63
929 968 36.44
134 135 5.23
117 157 4.60
1477 1478 57.96
1175 1215 46.11
1551 1592 60.89
1080 1120 42.39
1140 1179 44.73
1426 1465 55.96
1018 1059 39.96
1426 1466 55.97
1189 1190 46.65
394 434 15.47
333 334 13.04
254 255 9.94
1160 1199 45.52
544 584 21.35
573 612 22.47
1502 1541 58.94
955 956 37.47
1420 1460 55.73
406 445 15.91
1061 1102 41.65
9 50 0.35
425 426 16.66
437 438 17.14
1497 1498 58.73
99 139 3.88
571 611 22.40
1269 1308 49.80
419 459 16.44
1475 1516 57.91
1090 1129 42.76
798 839 31.34
818 859 32.11
1183 1223 46.43
464 504 18.21
993 1032 38.97
1301 1340 51.05
753 792 29.55
175 216 6.87
626 665 24.56
162 201 6.33
1439 1478 56.48
1417 1456 55.60
600 639 23.54
1094 1133 42.92
50 89 1.94
1167 1168 45.77
674 715 26.47
467 508 18.34
513 514 20.12
1312 1352 51.50
1480 1520 58.09
754 795 29.61
51 90 1.98
581 620 22.79
843 884 33.08
10 49 0.37
582 621 22.83
694 734 27.23
870 871 34.13
201 241 7.87
727 768 28.53
38 77 1.49
1369 1370 53.70
842 881 33.02
547 586 21.46
437 477 17.16
208 248 8.15
973 1012 38.17
1541 1581 60.48
1455 1456 57.08
545 586 21.40
646 686 25.34
579 619 22.72
1194 1234 46.87
1069 1108 41.95
807 847 31.66
156 195 6.12
128 168 5.01
663 703 26.02
267 308 10.49
546 585 21.42
486 527 19.07
24 63 0.93
1025 1066 40.24
1300 1339 51.01
504 545 19.79
388 428 15.23
763 804 29.94
42 83 1.64
469 510 18.42
614 655 24.10
264 304 10.36
466 507 18.30
236 237 9.25
1071 1072 42.02
189 228 7.41
250 289 9.79
512 513 20.08
914 954 35.88
589 590 23.10
1098 1138 43.09
1271 1311 49.89
42 81 1.62
487 527 19.10
202 243 7.92
133 173 5.21
1101 1140 43.20
668 708 26.22
1474 1475 57.84
696 736 27.31
354 355 13.88
679 680 26.64
455 494 17.84
353 354 13.84
724 763 28.39
1357 1358 53.25
695 735 27.27
1506 1546 59.11
695 736 27.28
1080 1119 42.38
1434 1473 56.28
1207 1208 47.34
2 3 0.04
151 190 5.92
38 78 1.50
269 270 10.54
55 95 2.15
541 581 21.23
270 310 10.60
80 120 3.14
1279 1318 50.20
1330 1371 52.20
790 791 30.99
728 767 28.55
179 220 7.03
1281 1322 50.27
1483 1522 58.18
3 4 0.08
979 980 38.40
299 340 11.74
1353 1393 53.11
1428 1468 56.05
553 592 21.70
407 448 15.97
828 868 32.50
1017 1018 39.89
646 685 25.33
48 87 1.86
874 875 34.29
1221 1222 47.90
1432 1473 56.22
346 387 13.59
1312 1351 51.49
509 550 19.99
539 540 21.13
699 740 27.44
782 821 30.68
1244 1284 48.81
716 755 28.10
386 387 15.13
883 924 34.65
348 349 13.64
1283 1323 50.34
27 67 1.06
267 307 10.48
1399 1439 54.92
504 544 19.78
1558 1559 61.14
1396 1436 54.80
232 273 9.12
374 414 14.67
980 981 38.44
143 183 5.61
1031 1032 40.45
366 406 14.35
816 857 32.03
1066 1067 41.82
198 239 7.79
310 351 12.18
151 191 5.93
284 324 11.13
872 873 34.21
650 691 25.51
1406 1445 55.16
691 730 27.10
866 906 33.99
1341 1342 52.61
1054 1094 41.36
123 163 4.81
238 239 9.33
1344 1384 52.75
688 729 27.00
1239 1278 48.63
1088 1127 42.68
681 722 26.72
432 471 16.95
1243 1244 48.75
1287 1327 50.50
209 250 8.20
601 641 23.57
1391 1430 54.59
679 719 26.66
1012 1053 39.72
1275 1314 50.04
1212 1213 47.54
231 270 9.06
1042 1043 40.86
92 132 3.60
423 462 16.59
854 895 33.52
415 456 16.29
964 1003 37.81
489 530 19.19
324 363 12.69
990 1031 38.87
959 1000 37.66
35 74 1.37
296 336 11.61
150 151 5.87
734 773 28.79
6 46 0.22
106 145 4.15
1435 1476 56.34
1253 1293 49.17
331 370 12.97
570 611 22.37
73 112 2.86
436 476 17.12
25 66 0.99
738 779 28.97
782 822 30.69
1456 1495 57.13
95 96 3.70
627 667 24.61
233 272 9.14
13 53 0.50
1108 1147 43.48
184 225 7.23
1036 1075 40.66
959 999 37.65
358 399 14.07
134 173 5.24
404 443 15.83
847 887 33.23
471 510 18.48
1126 1166 44.18
222 223 8.69
519 558 20.37
789 829 30.97
514 553 20.17
822 862 32.26
131 170 5.12
471 472 18.47
680 720 26.69
231 271 9.07
594 633 23.31
803 843 31.50
52 93 2.04
1347 1387 52.87
1039 1079 40.79
1184 1225 46.48
595 636 23.37
467 507 18.33
1288 1289 50.52
445 486 17.46
1191 1231 46.75
21 22 0.80
67 108 2.64
604 643 23.68
1481 1521 58.11
663 704 26.03
336 377 13.19
149 188 5.84
685 725 26.87
214 255 8.40
1218 1257 47.79
1504 1544 59.03
1354 1395 53.16
671 672 26.32
200 240 7.85
1378 1419 54.09
640 680 25.12
1364 1405 53.53
428 469 16.81
772 813 30.30
180 221 7.07
1560 1599 61.22
764 765 29.95
33 72 1.29
1376 1415 53.99
51 92 2.00
1151 1192 45.19
1247 1286 48.92
1331 1332 52.21
286 326 11.21
1202 1203 47.14
179 218 7.01
379 380 14.85
1361 1362 53.39
1192 1193 46.77
140 180 5.49
616 655 24.16
537 578 21.08
610 611 23.91
595 635 23.36
371 411 14.55
1233 1272 48.39
375 415 14.71
1357 1397 53.27
854 855 33.49
898 937 35.23
506 547 19.87
434 475 17.05
449 489 17.61
660 661 25.88
706 747 27.72
170 210 6.66
870 911 34.16
1157 1197 45.42
412 451 16.15
1425 1466 55.94
1008 1048 39.55
285 324 11.16
502 542 19.70
615 654 24.12
951 992 37.34
129 168 5.04
1511 1552 59.32
720 759 28.25
905 946 35.53
1264 1303 49.60
1337 1377 52.47
444 483 17.40
1474 1514 57.86
54 95 2.12
725 764 28.43
329 368 12.89
128 129 4.99
424 463 16.63
162 202 6.34
835 875 32.78
184 185 7.20
738 778 28.96
807 808 31.64
399 400 15.65
410 411 16.06
1473 1474 57.80
164 204 6.42
1516 1517 59.49
1038 1039 40.73
68 69 2.65
1382 1383 54.22
1481 1522 58.12
86 125 3.35
51 91 1.99
929 930 36.43
100 101 3.90
758 798 29.76
666 707 26.15
1442 1483 56.59
1179 1219 46.27
1449 1490 56.87
677 716 26.57
118 119 4.62
815 816 31.96
1246 1285 48.88
1008 1047 39.54
810 851 31.79
1000 1040 39.25
1112 1153 43.66
454 455 17.79
546 587 21.44
1180 1220 46.31
97 138 3.81
332 372 13.02
221 262 8.68
1233 1234 48.38
622 661 24.40
996 1035 39.09
824 865 32.35
1411 1451 55.37
138 179 5.42
1285 1326 50.43
753 793 29.56
757 798 29.73
671 712 26.35
681 682 26.70
208 249 8.16
1293 1333 50.74
1308 1309 51.32
609 648 23.88
1001 1042 39.28
172 173 6.72
1051 1092 41.25
22 61 0.85
986 1027 38.71
392 431 15.38
504 505 19.76
105 144 4.11
739 780 29.01
473 514 18.58
157 197 6.17
269 309 10.56
988 1029 38.79
1035 1075 40.63
1487 1526 58.34
1234 1235 48.42
434 435 17.02
573 613 22.48
1588 1589 61.51
207 247 8.11
899 900 35.26
627 628 24.59
1451 1452 56.92
510 550 20.02
1183 1184 46.41
781 782 30.63
401 402 15.71
1537 1538 60.30
32 33 1.24
201 242 7.88
1558 1598 61.16
820 859 32.17
926 967 36.34
1002 1042 39.31
292 333 11.46
40 79 1.56
539 580 21.16
419 420 16.42
605 606 23.71
137 176 5.36
1282 1321 50.29
161 201 6.30
1408 1449 55.26
1372 1412 53.84
1412 1413 55.39
1352 1353 53.05
700 741 27.48
178 179 6.96
590 630 23.16
47 88 1.84
1166 1167 45.73
365 405 14.31
1094 1134 42.93
939 940 36.83
1212 1252 47.56
927 928 36.35
1090 1130 42.77
1583 1584 61.46
1259 1299 49.41
463 464 18.15
1486 1525 58.30
1141 1182 44.79
471 511 18.49
88 129 3.45
666 706 26.14
1006 1045 39.46
176 216 6.90
832 833 32.64
602 643 23.62
703 744 27.60
155 196 6.10
1286 1287 50.44
13 52 0.49
1579 1580 61.42
1153 1192 45.25
749 789 29.40
651 652 25.52
129 169 5.05
1065 1104 41.79
499 538 19.57
1159 1200 45.51
372 413 14.60
897 936 35.19
175 214 6.85
466 467 18.27
236 276 9.27
1385 1386 54.34
1205 1246 47.29
151 192 5.94
72 112 2.83
1521 1522 59.67
1003 1043 39.35
460 501 18.06
796 837 31.26
1559 1598 61.19
1178 1179 46.21
710 711 27.85
1022 1023 40.09
138 178 5.41
154 155 6.03
249 290 9.77
1554 1555 60.98
548 589 21.52
775 815 30.41
105 106 4.10
572 613 22.45
624 664 24.49
363 364 14.21
1155 1194 45.33
849 889 33.31
1155 1156 45.32
927 967 36.37
1384 1425 54.33
948 949 37.19
1431 1471 56.17
451 452 17.67
140 141 5.47
692 731 27.14
1263 1302 49.56
240 279 9.41
270 311 10.61
993 1034 38.99
467 506 18.32
1366 1367 53.58
350 389 13.73
70 109 2.74
1002 1043 39.32
1064 1104 41.76
1189 1230 46.68
1007 1008 39.49
1458 1499 57.23
993 1033 38.98
316 357 12.42
716 756 28.11
1383 1424 54.29
1552 1593 60.93
1474 1513 57.85
1483 1484 58.17
1389 1428 54.51
492 493 19.28
524 565 20.56
298 337 11.68
1092 1131 42.84
1569 1570 61.32
134 175 5.26
994 995 39.00
1250 1251 49.03
323 364 12.67
645 685 25.30
355 394 13.93
194 234 7.62
234 235 9.17
533 573 20.91
443 482 17.36
327 367 12.82
1471 1511 57.74
1290 1291 50.60
310 350 12.17
510 551 20.03
1252 1253 49.11
426 466 16.72
916 956 35.96
714 755 28.04
1268 1269 49.75
