400 1482
112 133 4.32
64 84 2.45
272 292 10.47
314 335 12.10
13 34 0.51
154 174 5.93
62 63 2.35
251 271 9.66
99 100 3.80
208 228 8.00
371 391 14.28
49 69 1.88
47 68 1.81
152 172 5.85
344 345 13.21
286 305 10.99
304 325 11.70
294 315 11.33
113 114 4.33
142 143 5.43
119 138 4.58
34 35 1.29
31 52 1.20
396 397 14.79
315 334 12.12
110 130 4.23
380 399 14.62
380 400 14.63
257 277 9.90
156 157 5.99
369 390 14.21
23 42 0.86
265 266 10.17
149 150 5.71
231 250 8.88
332 353 12.79
334 355 12.87
327 346 12.57
322 323 12.36
352 373 13.56
240 260 9.24
136 137 5.22
78 79 2.99
69 89 2.65
377 396 14.51
359 378 13.82
279 299 10.75
173 193 6.66
209 229 8.04
264 285 10.16
267 268 10.25
158 177 6.08
59 80 2.29
190 209 7.30
284 304 10.92
166 186 6.38
302 322 11.61
228 249 8.78
305 306 11.71
322 341 12.37
252 271 9.69
184 203 7.06
206 207 7.90
265 285 10.19
278 299 10.72
179 200 6.91
374 393 14.39
94 113 3.61
283 284 10.86
206 227 7.93
118 138 4.55
93 114 3.59
268 287 10.30
190 210 7.31
59 78 2.27
224 244 8.61
91 92 3.48
85 104 3.25
325 345 12.50
178 179 6.84
153 174 5.90
120 139 4.61
236 256 9.09
202 203 7.74
3 22 0.09
308 329 11.86
370 390 14.24
250 251 9.60
6 25 0.21
199 220 7.68
115 134 4.42
233 254 8.98
368 389 14.17
158 159 6.07
145 165 5.57
312 333 12.02
20 40 0.77
115 135 4.43
36 37 1.37
106 127 4.08
174 195 6.71
357 358 13.73
54 73 2.07
149 169 5.73
345 346 13.25
361 381 13.88
46 65 1.75
216 235 8.31
329 330 12.64
387 388 14.70
349 370 13.44
259 260 9.96
354 374 13.63
60 79 2.30
183 202 7.02
255 274 9.81
248 267 9.53
155 156 5.95
357 378 13.76
216 237 8.33
124 143 4.75
96 97 3.68
23 44 0.88
205 226 7.89
238 239 9.15
222 241 8.52
106 125 4.06
282 303 10.85
347 366 13.34
120 140 4.62
157 158 6.03
224 243 8.60
397 398 14.80
304 305 11.67
325 346 12.51
155 176 5.98
290 310 11.16
366 385 14.07
185 206 7.12
83 84 3.16
138 158 5.32
266 287 10.24
168 188 6.46
172 191 6.61
295 315 11.36
259 279 9.98
338 359 13.03
291 312 11.21
328 347 12.61
167 188 6.43
141 162 5.42
373 394 14.37
73 92 2.80
376 396 14.48
348 367 13.38
345 366 13.28
272 291 10.46
64 65 2.43
14 33 0.53
180 200 6.93
363 383 13.96
201 222 7.73
76 97 2.94
107 108 4.09
113 133 4.35
176 195 6.77
349 368 13.42
113 132 4.34
70 71 2.67
390 391 14.73
53 54 2.02
15 35 0.58
362 383 13.93
143 163 5.49
182 201 6.98
36 56 1.39
368 369 14.14
336 337 12.92
221 241 8.49
331 352 12.75
284 305 10.93
242 261 9.29
274 275 10.53
48 68 1.84
359 380 13.84
236 257 9.10
191 210 7.34
209 230 8.05
251 272 9.67
21 41 0.79
206 226 7.92
269 290 10.36
322 342 12.38
251 270 9.65
72 92 2.77
368 388 14.16
199 219 7.67
147 167 5.65
139 160 5.37
299 320 11.53
237 256 9.12
194 215 7.48
369 388 14.19
214 215 8.22
180 199 6.92
189 210 7.28
278 297 10.70
54 74 2.08
184 205 7.08
363 382 13.95
224 245 8.62
194 213 7.46
352 372 13.55
134 154 5.16
57 77 2.20
29 30 1.09
151 172 5.82
225 245 8.65
315 316 12.11
28 48 1.07
268 269 10.29
159 160 6.11
81 82 3.09
222 243 8.54
45 65 1.72
369 389 14.20
136 157 5.25
126 147 4.85
77 98 2.98
53 72 2.03
245 264 9.41
62 81 2.36
237 238 9.11
154 175 5.94
138 159 5.33
31 32 1.17
135 155 5.20
113 134 4.36
364 365 13.98
282 302 10.84
88 109 3.39
297 318 11.45
98 99 3.76
71 90 2.72
167 187 6.42
199 218 7.66
243 263 9.34
74 75 2.83
78 97 3.00
6 27 0.23
63 84 2.42
374 375 14.38
171 192 6.59
278 279 10.69
368 387 14.15
10 11 0.36
262 263 10.05
155 174 5.96
25 45 0.95
333 334 12.80
371 390 14.27
198 217 7.62
145 164 5.56
127 147 4.88
69 88 2.64
119 120 4.57
280 299 10.77
288 309 11.09
218 219 8.38
137 156 5.27
181 201 6.95
69 90 2.66
354 375 13.64
55 76 2.13
234 254 9.01
332 333 12.76
227 228 8.71
321 342 12.35
141 161 5.41
39 58 1.50
302 303 11.59
333 353 12.82
58 78 2.24
265 284 10.18
96 115 3.69
243 244 9.32
117 136 4.50
305 325 11.73
109 130 4.20
130 149 4.99
164 183 6.29
355 356 13.65
1 22 0.03
195 196 7.49
340 360 13.09
359 379 13.83
55 56 2.10
218 238 8.40
244 263 9.37
314 334 12.09
176 196 6.78
311 331 11.97
90 111 3.47
93 112 3.57
97 117 3.74
109 110 4.17
175 195 6.74
145 166 5.58
131 151 5.04
63 83 2.41
44 65 1.69
15 16 0.56
332 351 12.77
7 8 0.24
339 359 13.06
38 58 1.47
5 24 0.17
350 369 13.46
189 208 7.26
276 295 10.62
117 118 4.49
11 32 0.43
320 340 12.32
256 276 9.86
193 194 7.41
310 330 11.93
19 20 0.72
1 21 0.02
39 60 1.52
192 211 7.38
116 117 4.45
348 369 13.40
39 40 1.49
328 329 12.60
187 208 7.20
219 239 8.44
346 347 13.29
258 259 9.92
250 270 9.62
157 176 6.04
330 349 12.69
311 332 11.98
201 202 7.71
321 341 12.34
213 234 8.21
372 393 14.33
151 152 5.79
208 227 7.99
339 360 13.07
254 273 9.77
300 319 11.54
367 387 14.12
160 179 6.15
116 137 4.48
33 34 1.25
22 41 0.82
244 265 9.39
34 54 1.31
194 214 7.47
83 102 3.17
13 32 0.49
283 302 10.87
236 255 9.08
302 323 11.62
367 388 14.13
356 357 13.69
178 197 6.85
183 184 7.01
27 48 1.04
228 229 8.75
224 225 8.59
45 66 1.73
146 165 5.60
306 327 11.78
199 200 7.65
124 125 4.74
235 254 9.04
76 77 2.91
258 279 9.95
246 247 9.44
202 223 7.77
145 146 5.55
137 158 5.29
319 320 12.27
123 144 4.73
185 186 7.09
289 308 11.11
67 68 2.55
270 290 10.39
255 275 9.82
226 246 8.69
156 176 6.01
14 35 0.55
316 337 12.18
186 207 7.16
217 236 8.35
218 237 8.39
244 264 9.38
76 96 2.93
74 95 2.86
151 170 5.80
249 269 9.58
233 252 8.96
262 281 10.06
166 167 6.36
188 207 7.22
212 231 8.15
373 393 14.36
206 225 7.91
153 173 5.89
86 105 3.29
365 386 14.05
38 39 1.45
276 297 10.64
253 273 9.74
87 108 3.35
312 331 12.00
58 77 2.23
219 220 8.42
87 88 3.32
229 249 8.81
150 151 5.75
285 306 10.97
115 116 4.41
17 38 0.67
244 245 9.36
29 50 1.12
94 115 3.63
356 375 13.70
266 286 10.23
119 140 4.60
186 206 7.15
287 288 11.02
274 293 10.54
215 216 8.26
308 328 11.85
217 238 8.37
161 162 6.17
282 301 10.83
159 180 6.14
132 152 5.08
207 208 7.94
25 26 0.93
339 358 13.05
358 377 13.78
5 6 0.16
234 235 8.99
39 59 1.51
228 247 8.76
48 69 1.85
65 85 2.49
126 146 4.84
248 269 9.55
102 121 3.90
47 48 1.78
205 225 7.88
269 270 10.33
263 284 10.12
290 309 11.15
216 236 8.32
159 178 6.12
389 390 14.72
333 352 12.81
268 288 10.31
324 325 12.44
279 298 10.74
284 303 10.91
195 216 7.52
141 142 5.40
241 242 9.25
215 234 8.27
356 377 13.72
64 83 2.44
72 91 2.76
126 127 4.82
192 193 7.37
7 28 0.27
309 329 11.89
96 117 3.71
52 72 2.00
277 298 10.68
351 370 13.50
67 87 2.57
191 211 7.35
109 128 4.18
22 42 0.83
379 380 14.58
124 145 4.77
313 314 12.03
15 36 0.59
142 162 5.45
2 3 0.04
276 277 10.61
9 29 0.34
308 327 11.84
307 328 11.82
50 71 1.93
66 67 2.51
382 383 14.65
86 87 3.28
118 139 4.56
7 27 0.26
245 266 9.43
385 386 14.68
260 279 10.00
89 109 3.42
11 31 0.42
253 274 9.75
33 53 1.27
146 166 5.61
379 398 14.59
138 139 5.30
205 224 7.87
174 194 6.70
268 289 10.32
298 318 11.48
353 372 13.58
123 142 4.71
318 339 12.26
67 86 2.56
292 313 11.25
90 91 3.44
274 295 10.56
70 89 2.68
259 278 9.97
323 343 12.42
95 114 3.65
62 82 2.37
241 261 9.26
134 155 5.17
85 86 3.24
246 267 9.47
359 360 13.81
347 368 13.36
93 113 3.58
235 236 9.03
316 335 12.16
262 282 10.07
115 136 4.44
242 243 9.28
159 179 6.13
181 182 6.94
50 69 1.91
185 204 7.10
43 62 1.63
98 117 3.77
243 264 9.35
298 317 11.47
133 152 5.11
370 391 14.25
12 33 0.47
333 354 12.83
381 382 14.64
297 298 11.42
196 216 7.55
127 148 4.89
17 18 0.64
24 44 0.91
249 268 9.57
61 82 2.34
295 296 11.34
256 275 9.85
379 400 14.61
55 75 2.12
162 181 6.21
318 319 12.23
325 344 12.49
32 51 1.22
30 31 1.13
328 349 12.63
353 354 13.57
370 371 14.22
170 171 6.52
91 111 3.50
162 182 6.22
18 19 0.68
61 62 2.32
187 188 7.17
116 136 4.47
192 212 7.39
225 226 8.63
266 285 10.22
173 194 6.67
128 129 4.90
170 190 6.54
266 267 10.21
154 173 5.92
230 249 8.84
367 386 14.11
125 144 4.79
177 198 6.83
342 362 13.15
106 107 4.05
329 349 12.66
330 351 12.71
68 88 2.61
133 134 5.10
327 328 12.56
229 230 8.79
8 28 0.30
125 146 4.81
66 87 2.54
273 274 10.49
152 173 5.86
68 89 2.62
59 79 2.28
344 364 13.23
105 124 4.02
92 113 3.55
286 307 11.01
324 345 12.47
177 196 6.81
158 179 6.10
121 141 4.64
100 119 3.84
248 268 9.54
112 113 4.29
200 220 7.70
170 191 6.55
177 178 6.80
281 301 10.80
354 355 13.61
267 287 10.27
362 381 13.91
324 343 12.45
43 63 1.64
196 215 7.54
215 235 8.28
231 251 8.89
303 324 11.66
21 42 0.80
78 98 3.01
179 199 6.90
304 324 11.69
162 183 6.23
60 80 2.31
44 45 1.66
143 164 5.50
360 379 13.85
65 66 2.47
193 213 7.43
237 258 9.14
361 382 13.89
100 120 3.85
255 276 9.83
4 23 0.13
276 296 10.63
338 358 13.02
198 199 7.61
296 317 11.41
316 336 12.17
50 51 1.90
73 93 2.81
202 222 7.76
204 224 7.84
118 137 4.54
182 202 6.99
202 221 7.75
375 396 14.45
153 154 5.87
9 10 0.32
319 338 12.28
40 60 1.54
104 123 3.98
366 387 14.09
290 311 11.17
261 282 10.04
182 183 6.97
246 265 9.45
157 178 6.06
294 313 11.31
107 128 4.12
294 314 11.32
73 94 2.82
261 281 10.03
96 116 3.70
95 116 3.67
82 103 3.15
185 205 7.11
375 394 14.43
35 54 1.34
78 99 3.02
144 165 5.54
4 25 0.15
7 26 0.25
349 350 13.41
37 57 1.43
175 196 6.75
230 231 8.83
208 209 7.98
156 175 6.00
61 81 2.33
128 147 4.91
352 353 13.53
348 349 13.37
261 262 10.02
123 124 4.70
234 253 9.00
129 148 4.95
306 326 11.77
89 90 3.40
105 106 4.01
36 57 1.40
165 185 6.34
89 108 3.41
183 203 7.03
337 357 12.98
338 339 13.00
211 212 8.10
292 311 11.23
95 115 3.66
303 304 11.63
16 17 0.60
66 86 2.53
166 187 6.39
30 51 1.16
240 259 9.23
147 168 5.66
17 37 0.66
332 352 12.78
182 203 7.00
223 243 8.57
192 213 7.40
362 363 13.90
16 36 0.62
258 278 9.94
75 94 2.88
51 52 1.94
273 292 10.50
309 310 11.87
177 197 6.82
267 288 10.28
184 185 7.05
297 317 11.44
398 399 14.81
212 233 8.17
271 292 10.44
35 56 1.36
307 326 11.80
30 49 1.14
271 272 10.41
317 337 12.21
215 236 8.29
9 28 0.33
350 351 13.45
378 398 14.56
122 123 4.66
46 67 1.77
150 169 5.76
198 218 7.63
50 70 1.92
41 62 1.57
114 133 4.38
163 182 6.25
43 64 1.65
346 367 13.32
296 297 11.38
125 126 4.78
249 270 9.59
35 55 1.35
222 242 8.53
226 227 8.67
369 370 14.18
213 214 8.18
225 244 8.64
22 43 0.84
108 127 4.14
163 183 6.26
49 50 1.86
114 135 4.40
