6400 25122
5697 5777 225.73
53 134 2.11
3927 3928 155.57
5571 5572 220.73
5025 5026 199.10
6173 6253 244.59
2912 2992 115.38
5788 5869 229.35
1349 1428 53.45
1656 1737 65.63
1767 1846 69.99
1193 1272 47.27
1387 1468 54.96
3268 3349 129.51
2976 3057 117.92
1779 1780 70.46
1463 1543 57.96
354 434 14.02
3481 3560 137.92
5632 5713 223.17
5466 5467 216.56
1870 1871 74.07
891 892 35.27
1241 1242 49.15
2915 2916 115.48
4754 4833 188.36
839 918 33.23
1549 1550 61.35
3819 3900 151.34
436 516 17.27
2422 2502 95.96
2593 2672 102.73
3488 3568 138.21
6102 6182 241.78
3452 3531 136.76
5236 5315 207.46
3380 3461 133.93
1212 1291 48.00
2328 2409 92.24
347 348 13.72
5184 5264 205.42
4567 4646 180.94
5848 5928 231.71
4494 4573 178.05
4451 4532 176.38
3947 4027 156.39
6217 6218 246.33
2089 2168 82.75
2596 2677 102.87
4676 4755 185.27
3498 3499 138.59
3762 3763 149.03
2282 2283 90.40
114 195 4.52
5782 5861 229.09
1209 1210 47.87
5848 5929 231.72
5136 5217 203.51
5725 5804 226.84
1494 1574 59.20
5655 5734 224.07
3075 3156 121.85
5650 5729 223.87
3941 4022 156.16
5630 5711 223.09
5433 5513 215.29
479 559 18.99
1177 1258 46.65
4060 4061 160.86
3038 3118 120.39
4445 4524 176.12
1143 1224 45.29
4980 4981 197.30
4889 4969 193.71
165 244 6.51
5141 5142 203.68
5736 5817 227.30
1819 1899 72.08
4334 4415 171.73
5424 5505 214.94
4566 4645 180.90
5244 5324 207.79
5337 5417 211.48
4283 4364 169.72
774 855 30.68
2504 2584 99.21
4003 4004 158.58
5922 5923 234.62
484 563 19.15
2267 2347 89.82
45 125 1.78
2240 2319 88.75
3021 3022 119.69
2769 2849 109.72
83 164 3.28
2908 2988 115.22
1093 1174 43.32
3486 3566 138.13
3633 3712 143.94
676 755 26.77
285 286 11.27
5752 5833 227.94
6264 6344 248.20
5551 5552 219.93
1213 1293 48.05
3121 3202 123.66
520 601 20.61
3556 3637 140.91
3376 3377 133.74
4428 4507 175.44
3903 3982 154.65
324 404 12.82
1334 1335 52.84
1019 1020 40.36
673 752 26.65
2221 2222 87.99
5048 5049 199.99
4711 4792 186.69
4382 4463 173.65
5949 5950 235.70
925 1004 36.64
2696 2697 106.81
1327 1328 52.56
4340 4420 171.96
1768 1848 70.04
2827 2907 112.01
5490 5569 217.53
349 430 13.83
458 537 18.14
4750 4829 188.20
3704 3783 146.75
3373 3374 133.62
3668 3749 145.36
5049 5050 200.03
2317 2397 91.82
1837 1916 72.79
5945 6025 235.56
3769 3850 149.34
4413 4493 174.85
4373 4374 173.26
5832 5913 231.11
499 580 19.77
203 284 8.05
2705 2785 107.19
4012 4091 158.95
5687 5766 225.32
2122 2123 84.06
2308 2388 91.46
228 308 9.04
5424 5503 214.92
5118 5197 202.80
5312 5391 210.47
3180 3260 126.01
614 695 24.34
5302 5303 210.06
612 691 24.24
540 541 21.38
3904 3984 154.70
860 940 34.08
219 299 8.68
143 222 5.66
2541 2622 100.70
3904 3983 154.69
5763 5842 228.33
4582 4583 181.53
676 757 26.79
4701 4782 186.29
1983 2063 78.58
5831 5832 231.04
1343 1344 53.20
4938 5017 195.66
6156 6157 243.92
3115 3194 123.43
4109 4188 162.80
3941 4021 156.15
5666 5746 224.52
4527 4606 179.37
2997 3076 118.74
3122 3203 123.70
3277 3357 129.86
4017 4098 159.17
5684 5763 225.20
3670 3751 145.44
1141 1221 45.20
2804 2885 111.10
3108 3187 123.15
1456 1457 57.66
3550 3551 140.64
2314 2394 91.70
3961 3962 156.93
2121 2122 84.02
4688 4768 185.76
3276 3277 129.80
5789 5868 229.37
2810 2890 111.33
5815 5895 230.42
4656 4735 184.47
4252 4331 168.46
416 496 16.47
87 88 3.41
2131 2212 84.45
2389 2468 94.66
1030 1110 40.82
1235 1236 48.91
2940 3019 116.49
384 465 15.23
5896 5977 233.64
5897 5976 233.66
280 359 11.08
4014 4095 159.05
2500 2579 99.04
4901 4982 194.20
1896 1897 75.11
1430 1431 56.65
4946 5027 196.00
389 468 15.41
6261 6340 248.07
1637 1718 64.87
2550 2551 101.03
32 111 1.25
1861 1942 73.74
219 300 8.69
2604 2683 103.17
822 903 32.57
4058 4138 160.80
3359 3360 133.09
3679 3680 145.77
5213 5293 206.55
95 174 3.74
1720 1800 68.15
5442 5523 215.63
2299 2300 91.08
4763 4764 188.71
4481 4562 177.55
4562 4641 180.74
999 1079 39.58
1651 1730 65.41
2650 2651 104.97
5770 5851 228.63
1955 2035 77.46
4648 4649 184.14
642 721 25.41
4181 4261 165.66
1580 1581 62.59
1481 1561 58.68
1897 1977 75.17
3968 3969 157.21
683 763 27.06
3974 4054 157.47
3756 3836 148.84
5274 5275 208.97
3268 3348 129.50
4641 4642 183.87
1637 1638 64.84
453 454 17.93
5034 5035 199.46
3533 3614 139.99
2643 2723 104.71
823 904 32.61
1877 1878 74.35
5512 5593 218.43
415 494 16.42
2242 2322 88.82
3526 3605 139.69
6133 6134 243.00
980 1059 38.81
1400 1479 55.46
4732 4813 187.50
5013 5094 198.65
280 360 11.09
1105 1106 43.77
601 682 23.82
117 196 4.62
180 259 7.11
5179 5258 205.21
5858 5938 232.11
6111 6192 242.15
2146 2227 85.05
2384 2465 94.48
1773 1853 70.24
2381 2382 94.33
1437 1516 56.94
1022 1101 40.49
4861 4941 192.62
5561 5640 220.34
6106 6187 241.95
4381 4461 173.60
4183 4264 165.75
4471 4472 177.15
1449 1528 57.39
3297 3376 130.62
6172 6253 244.56
4294 4373 170.14
6379 6380 251.02
3901 3981 154.58
426 505 16.86
5152 5232 204.14
2120 2199 83.99
5214 5293 206.58
5321 5401 210.84
6249 6250 247.58
9 10 0.32
5440 5520 215.56
6073 6152 240.64
3467 3547 137.37
1892 1973 74.98
306 387 12.14
5022 5023 198.98
1076 1156 42.63
3411 3492 135.17
5922 6001 234.63
674 753 26.69
527 606 20.87
2665 2666 105.57
1460 1540 57.84
973 1052 38.53
698 777 27.65
6322 6323 250.45
2282 2361 90.41
6032 6111 239.00
3025 3106 119.88
3479 3559 137.85
5558 5559 220.21
6239 6240 247.21
5914 5993 234.34
566 567 22.39
4821 4902 191.03
2716 2796 107.63
4732 4811 187.48
2190 2270 86.77
5662 5663 224.34
4699 4700 186.18
4966 4967 196.74
1318 1397 52.21
1345 1425 53.30
4724 4725 187.15
4298 4379 170.32
497 577 19.68
4249 4328 168.34
649 729 25.70
4726 4727 187.23
1904 1905 75.43
1112 1113 44.05
312 393 12.38
1011 1012 40.04
4258 4338 168.71
5300 5380 210.00
1170 1251 46.37
504 505 19.94
183 262 7.23
2987 2988 118.33
3238 3239 128.28
2283 2363 90.46
5909 5988 234.14
4 83 0.13
6313 6394 250.17
603 604 23.87
1456 1535 57.67
5644 5724 223.64
4020 4021 159.26
3152 3153 124.87
1516 1597 60.09
3652 3653 144.69
2035 2114 80.62
2434 2513 96.43
4615 4696 182.88
94 175 3.72
4244 4323 168.14
6154 6235 243.87
2120 2201 84.01
1946 2025 77.09
4437 4518 175.82
3582 3663 141.95
3543 3623 140.38
2831 2832 112.15
276 355 10.92
3825 3905 151.57
116 117 4.57
865 945 34.28
3028 3108 119.99
2223 2224 88.07
960 1039 38.03
3852 3933 152.63
475 556 18.84
2787 2866 110.43
1518 1597 60.15
4032 4113 159.77
2771 2850 109.79
4936 5017 195.60
1712 1792 67.83
1122 1203 44.45
5602 5682 221.96
4282 4361 169.66
1396 1476 55.31
3404 3485 134.89
1459 1539 57.80
5472 5473 216.80
4949 5028 196.10
5658 5737 224.19
4819 4898 190.93
5383 5384 213.27
2674 2753 105.94
242 243 9.55
5768 5847 228.53
1176 1255 46.59
3721 3800 147.43
3873 3874 153.44
485 565 19.20
5823 5824 230.72
3660 3661 145.01
3789 3790 150.11
1707 1788 67.64
6061 6062 240.15
3204 3283 126.93
1329 1410 52.67
3702 3781 146.67
5911 5991 234.23
3270 3349 129.57
3159 3238 125.16
3684 3764 145.96
5842 5922 231.47
3888 3968 154.06
5236 5317 207.48
1415 1495 56.07
4111 4190 162.88
4576 4655 181.30
596 675 23.60
1070 1071 42.37
5805 5885 230.02
6052 6133 239.82
5772 5851 228.69
2243 2324 88.87
905 986 35.86
4107 4187 162.73
600 601 23.75
4420 4499 175.12
3128 3209 123.94
4902 4982 194.23
819 899 32.44
5249 5250 207.97
3009 3088 119.22
5266 5345 208.66
2144 2223 84.95
2386 2465 94.54
5767 5846 228.49
1923 1924 76.16
3715 3716 147.18
6085 6164 241.09
83 84 3.25
6005 6006 237.91
150 151 5.93
1082 1163 42.88
4854 4935 192.35
1117 1118 44.25
4876 4957 193.23
507 587 20.08
4031 4112 159.73
6162 6243 244.16
2544 2623 100.80
5663 5742 224.39
2191 2272 86.82
3638 3639 144.13
2651 2652 105.01
744 824 29.47
1104 1185 43.76
5143 5144 203.76
3174 3254 125.77
6260 6339 248.03
3142 3222 124.49
2564 2644 101.58
352 432 13.94
476 555 18.86
6009 6010 238.07
6316 6395 250.27
1025 1026 40.60
815 895 32.28
987 1066 39.09
574 655 22.74
82 83 3.21
2734 2813 108.31
2519 2598 99.80
3959 4038 156.86
5678 5757 224.99
1139 1140 45.10
694 773 27.49
3993 3994 158.21
4976 5057 197.17
3947 3948 156.37
2023 2024 80.13
5540 5619 219.50
5192 5273 205.75
2406 2485 95.31
4378 4458 173.48
3241 3320 128.41
3734 3814 147.96
3188 3269 126.34
3363 3444 133.25
5895 5976 233.60
5065 5144 200.68
6245 6326 247.45
5818 5898 230.54
1026 1027 40.64
980 1060 38.82
3954 4035 156.68
4009 4089 158.84
1639 1720 64.95
2606 2687 103.27
2059 2138 81.58
5741 5821 227.49
1587 1666 62.88
4432 4511 175.60
2238 2239 88.67
2390 2469 94.70
1590 1670 63.01
4120 4199 163.24
2466 2467 97.70
4368 4449 173.09
4223 4302 167.33
6287 6288 249.10
3661 3741 145.07
1766 1767 69.94
2663 2744 105.52
4636 4715 183.70
45 126 1.79
4026 4107 159.53
2336 2415 92.54
940 941 37.23
5590 5591 221.49
1528 1608 60.53
2841 2921 112.57
2874 2955 113.90
3596 3676 142.50
3037 3116 120.34
4833 4834 191.48
4414 4494 174.89
1672 1673 66.24
5589 5668 221.46
2605 2686 103.23
3495 3496 138.47
5029 5110 199.29
466 547 18.48
35 36 1.36
538 539 21.30
1267 1346 50.20
675 754 26.73
1506 1587 59.69
992 993 39.28
938 1019 37.18
4645 4725 184.04
2321 2402 91.96
4744 4745 187.95
4474 4555 177.30
6094 6174 241.46
1291 1371 51.14
459 539 18.19
4555 4636 180.51
5445 5446 215.72
2465 2545 97.68
2455 2536 97.29
710 711 28.12
4597 4676 182.14
4143 4223 164.17
1955 1956 77.44
6309 6310 249.98
402 482 15.91
1224 1225 48.47
4738 4739 187.71
1738 1739 68.85
2856 2935 113.16
5940 6019 235.35
3902 3903 154.60
2587 2588 102.48
1320 1400 52.30
3874 3875 153.48
5380 5381 213.15
5255 5336 208.24
4177 4178 165.48
3597 3677 142.54
4539 4620 179.87
4171 4172 165.24
1506 1586 59.68
3767 3846 149.24
4566 4647 180.92
2123 2202 84.11
5930 6009 234.95
2419 2499 95.84
3566 3646 141.30
1886 1887 74.71
6271 6351 248.48
4735 4816 187.62
1827 1828 72.38
2439 2519 96.64
1388 1389 54.97
1204 1283 47.68
6140 6220 243.30
1632 1712 64.66
5737 5818 227.34
3043 3044 120.54
5608 5688 222.20
3555 3634 140.85
1685 1765 66.75
470 471 18.61
1196 1275 47.39
244 323 9.64
4774 4853 189.16
718 797 28.45
5849 5930 231.76
303 383 12.01
4203 4284 166.55
49 50 1.92
1777 1857 70.40
498 499 19.70
3874 3953 153.49
3155 3235 125.01
4605 4685 182.47
2956 3037 117.15
3725 3804 147.59
3872 3952 153.42
1560 1641 61.82
5957 6036 236.03
4531 4612 179.55
6076 6155 240.76
3298 3299 130.65
2738 2739 108.46
722 803 28.60
4768 4848 188.93
5567 5648 220.60
4753 4754 188.31
5925 5926 234.74
4858 4939 192.51
1497 1578 59.33
609 688 24.12
913 992 36.16
6272 6351 248.51
3637 3716 144.10
1375 1456 54.48
1862 1863 73.75
1999 2080 79.23
1905 1985 75.49
3176 3255 125.84
1024 1025 40.56
91 170 3.58
5390 5391 213.55
3818 3899 151.30
2932 3012 116.18
1482 1483 58.70
3163 3242 125.32
686 766 27.18
623 704 24.70
5759 5838 228.20
4103 4183 162.57
5067 5146 200.76
822 901 32.55
1890 1970 74.89
5899 5978 233.74
4701 4702 186.26
4624 4703 183.22
4169 4170 165.16
1862 1941 73.76
6071 6150 240.56
5795 5874 229.61
6022 6102 238.61
5001 5080 198.15
365 445 14.46
3546 3626 140.50
2275 2354 90.13
2933 2934 116.20
4042 4043 160.14
3123 3204 123.74
1063 1064 42.09
893 974 35.38
4943 5024 195.88
5947 6027 235.64
1437 1517 56.95
4339 4420 171.93
825 906 32.69
1336 1417 52.95
4499 4580 178.27
2866 2945 113.56
978 1059 38.75
183 264 7.25
4033 4113 159.80
2158 2239 85.53
3799 3879 150.53
529 610 20.97
3810 3890 150.97
5665 5746 224.49
6299 6380 249.61
3537 3538 140.12
4064 4145 161.05
5172 5173 204.92
5414 5493 214.52
5594 5675 221.68
2749 2829 108.92
4783 4784 189.51
2319 2398 91.89
96 175 3.78
293 373 11.61
4024 4104 159.44
1064 1143 42.14
5041 5121 199.73
973 1054 38.55
5521 5602 218.76
2767 2768 109.62
1268 1347 50.24
4254 4335 168.56
2056 2136 81.47
2581 2582 102.24
428 508 16.95
3560 3640 141.06
5531 5612 219.16
4590 4591 181.85
3027 3108 119.96
383 464 15.19
4297 4378 170.28
463 464 18.33
4614 4693 182.82
5175 5256 205.07
5755 5756 228.03
539 618 21.35
2247 2248 89.00
188 267 7.43
3916 3995 155.17
5657 5736 224.15
2738 2817 108.47
5715 5794 226.44
1966 1967 77.88
4742 4743 187.87
3061 3140 121.27
3298 3377 130.66
2514 2595 99.62
593 673 23.49
646 647 25.56
3066 3146 121.48
5412 5491 214.44
943 1024 37.38
3636 3715 144.06
5615 5616 222.46
2612 2613 103.48
5297 5378 209.89
4820 4821 190.96
2669 2670 105.73
4962 4963 196.58
142 143 5.61
506 585 20.03
3649 3728 144.58
3002 3081 118.94
584 585 23.11
5821 5900 230.65
5431 5511 215.21
6035 6036 239.11
5699 5778 225.80
2643 2722 104.70
4252 4332 168.47
3597 3678 142.55
4383 4463 173.68
63 64 2.48
961 962 38.05
231 311 9.16
6172 6252 244.55
958 959 37.95
2714 2793 107.54
6167 6246 244.34
3295 3296 130.53
3317 3397 131.43
812 813 32.14
4581 4660 181.50
3551 3552 140.68
885 966 35.06
3757 3836 148.87
5037 5038 199.58
4765 4845 188.81
3435 3516 136.13
4548 4549 180.20
315 396 12.50
4628 4707 183.38
3100 3179 122.83
3568 3647 141.37
2036 2116 80.67
3619 3698 143.38
4574 4654 181.23
4515 4594 178.89
4629 4630 183.41
3969 3970 157.25
1543 1624 61.14
4255 4335 168.59
1847 1926 73.16
2048 2049 81.13
6189 6269 245.23
1271 1272 50.35
3931 4012 155.76
6087 6167 241.18
1263 1264 50.03
3372 3373 133.58
4698 4699 186.14
2945 2946 116.68
68 69 2.68
5272 5353 208.92
5839 5920 231.39
2657 2736 105.26
443 522 17.54
1511 1591 59.88
339 420 13.43
5090 5091 201.67
620 699 24.56
2624 2705 103.99
6157 6238 243.99
5296 5376 209.84
1055 1134 41.78
5473 5552 216.85
4601 4680 182.30
1012 1093 40.11
3961 4040 156.94
647 727 25.62
4405 4485 174.53
2848 2927 112.84
5759 5840 228.22
128 129 5.05
2989 3070 118.44
6146 6225 243.53
131 211 5.19
5080 5159 201.28
3462 3542 137.17
1077 1078 42.65
4942 5021 195.82
1914 1995 75.86
2650 2729 104.98
2927 3007 115.98
6029 6110 238.90
4193 4194 166.12
1178 1179 46.66
1805 1886 71.53
2758 2838 109.28
456 457 18.05
4607 4608 182.53
4991 5072 197.77
2696 2775 106.82
472 552 18.71
6228 6308 246.79
2482 2562 98.33
1720 1799 68.14
951 1030 37.68
5605 5606 222.06
1100 1101 43.57
3241 3321 128.42
4040 4041 160.06
2602 2603 103.08
4798 4878 190.13
4256 4335 168.62
5993 5994 237.46
570 649 22.56
4652 4733 184.33
6345 6346 250.68
820 900 32.48
2152 2231 85.27
3395 3476 134.53
5271 5350 208.86
402 483 15.92
2589 2668 102.57
5006 5007 198.34
1986 2067 78.71
2116 2195 83.83
647 726 25.61
5881 5960 233.02
1450 1531 57.45
4817 4897 190.86
2301 2302 91.16
1043 1123 41.31
4104 4105 162.59
1443 1524 57.17
2868 2869 113.63
2656 2657 105.21
3863 3942 153.05
2914 2995 115.47
700 701 27.72
1975 2054 78.25
5164 5245 204.63
4842 4921 191.85
4075 4076 161.46
152 231 6.02
2870 2951 113.74
5195 5196 205.84
1101 1182 43.64
4610 4691 182.68
1067 1146 42.26
4978 5059 197.25
4639 4640 183.81
5932 6011 235.03
2052 2133 81.32
2258 2339 89.47
2611 2690 103.45
2978 3057 117.98
6237 6318 247.16
2656 2735 105.22
2794 2874 110.72
2133 2134 84.50
5547 5626 219.78
3297 3377 130.63
2990 3070 118.47
394 395 15.60
5356 5436 212.24
5970 5971 236.54
2905 2906 115.08
1818 1899 72.05
537 617 21.28
2423 2502 95.99
767 846 30.38
5669 5750 224.65
667 748 26.43
1666 1745 66.01
41 120 1.61
1686 1687 66.77
2404 2484 95.24
1327 1408 52.59
1426 1507 56.52
3580 3661 141.87
5447 5526 215.81
5446 5527 215.79
